Ticket ID,Device,Reported Issue,Event feed / Comments / Conclusions,Completed works
IT-15166,Hp Victus 16,phase transition,,Comprehensive heat dissipation restoration (Phase transition PCM + Liquid / thermal pads)
IT-15176,Hp 15s-fq2037na,"Cleaning, 12 watt thermal paste",,Hardware prevention of the cooling system (Lev IV: Premium thermal paste)
IT-15158,Asus K53S,Keyboard replacement,,
IT-15156,Asus Pink,"Diagnose, shows charged but does not turn on, button defect",,Restore the ON/OFF button
IT-15153,Xiaomi Redmi Note 14 4G,Reset password,,Restoring the device with functional diagnostics
IT-15154,Lenovo Black,Diagnose,,
IT-15151,Dell E7250,Freezes,"Notes: 🧾 Reason for the request identified: The laptop periodically freezes during operation. 🧾 Work performed: • diagnostics of the motherboard and main components were performed; • visual inspection of internal components was performed; • the technical condition of the device and the possibility of its restoration were assessed. 🧾 Diagnostic result: During disassembly, it was found that the laptop had previously been significantly exposed to liquid. Numerous traces of corrosion and oxidation were found on the motherboard and other components. In addition, the device has mechanical damage, indicating long-term operation after flooding. ❌ Conclusion: The technical condition of the laptop is critical. Due to significant damage from flooding, corrosion of electronic components and the general degree of wear and tear, performing repairs is economically inexpedient. The cost of possible restoration will exceed the feasibility of such repairs, and its result cannot be guaranteed. The laptop was issued after diagnostics without performing repairs. Conclusion: 🧾 Reason for the request identified: The laptop periodically freezes during operation. 🧾 Work performed: • diagnostics of the motherboard and main components were performed; • visual inspection of internal components was performed; • the technical condition of the device and the possibility of its restoration were assessed. 🧾 Diagnostic result: During disassembly, it was found that the laptop had previously been significantly exposed to liquid. Numerous traces of corrosion and oxidation were found on the motherboard and other components. In addition, the device has mechanical damage, indicating long-term operation after flooding. ❌ Conclusion: The technical condition of the laptop is critical. Due to significant damage from flooding, corrosion of electronic components and the general degree of wear and tear, performing repairs is economically inexpedient. The cost of possible restoration will exceed the feasibility of such repairs, and its result cannot be guaranteed. The laptop was issued after diagnostics without performing repairs.",
IT-15144,Redmi Note 9 pro,"Back cover, battery, display, protective film",,"Gluing a hydrogel film on a smartphone (screen), Restoring the inter-board cable and the inter-board cable connector on the system board, Restoring the device with functional diagnostics"
IT-15143,Lenovo V15-IIL,"It gets very hot, phase, look at the cooler, some keys ESC, F4, F5, F6 do not work",,Hardware prevention of the cooling system (Lev VI: PCM Phase Transition)
IT-15138,Acer Aspire 7 A715-42G,"Cleaning, prevention, uninstalling Avast and changing WPS to Word, when inserting the media (SSD), the screen went half-dark and froze, 2 times it suddenly froze, look at DaVinci Resolve - it doesn't turn on",,"Hardware prevention of the cooling system (Lev VI: PCM Phase Transition), Uninstallation of the application (1 pc.)"
IT-15149,Lenovo ThinkBook 16 G6 IRL,"Cleaning, thermal paste, the cooler whistles",,Hardware prevention of the cooling system (Lev VI: PCM Phase Transition)
IT-15140,Samsung Galaxy Tab A7 Lite,The display sensor is unresponsive,,"Modular replacement of the display unit of a smartphone/tablet with restoration of sealing, Courier delivery around the city"
IT-15125,Lenovo Gray,"WiFi not working, driver installation",,
IT-15124,Asus G513IE,"Diagnose, problem with WiFi, replace, hasn't been serviced for 2 years, check if thermal interfaces need to be changed",,Ultimate comprehensive heat dissipation restoration (Liquid Metal + Liquid Thermal Pads)
IT-15139,MSI Katana GF66,"Cleaning, thermal paste, urgent",,"Hardware prevention of the cooling system (Lev VI: PCM Phase Transition), 3. ⚡ Urgent repairs without a queue"
IT-15116,Lenovo Legion 5,Does not turn on + full phase prevention + liquid thermal pads,,"Complex component repair of the laptop motherboard (restoration of power and logic circuits), Comprehensive heat dissipation restoration (PCM Phase Transition + Liquid / Thermal Pads)"
IT-15122,Acer Predator Helios 300 PH315-54,"Cleaning, without replacing thermal interfaces",,Cleaning without replacing thermal interfaces
IT-15117,Acer A515-44,Poured with coffee,"Conclusion: During the complete disassembly of the laptop, *no traces of liquid on the motherboard were found*. ✔️ The motherboard has no signs of corrosion or oxidation. ✔️ The keyboard is completely dry and at the time of inspection *works within normal limits*. Flushing or replacing the keyboard is *not required* at this time. However, other malfunctions were found that require elimination. 🧰 *Consent required:* ✔️ Cooling system prophylaxis. ✔️ Replacing the thermal interface with a *phase transition*. ✔️ Replacing *liquid thermal pads*. We also recommend performing: ✔️ Installing a new operating system. ✔️ BIOS firmware. ✔️ BIOS settings after firmware. 🧪 *Technical explanation:* During the inspection, it was found that *the operating system does not boot* and constantly goes into *Recovery* mode. This indicates damage to system files or the Windows boot loader configuration. In addition: ❗ *BIOS is password protected.* Because of this, it is impossible to change important laptop startup parameters, including the boot order (*Boot*), which is necessary to install a new operating system. To fix this problem, you must: • perform a *BIOS flash*; • reset current settings; • configure boot parameters; • install a new operating system. 📄 *Conclusion:* ✔️ Signs of damage to the motherboard after flooding *not detected*. ✔️ The keyboard is working properly and does not require flushing. ⚠️ The operating system is damaged and requires reinstallation. ⚠️ The BIOS is locked with a password and requires flashing to restore full operation of the laptop. 💡 *Recommendation:* We recommend scheduling *comprehensive maintenance*: preventive maintenance of the cooling system with replacement of thermal interfaces, BIOS flash, setting boot parameters and installing a new operating system. This will allow you to fully restore the laptop's performance.","In-circuit BIOS/UEFI hardware programming via SPI interface (without desoldering), Windows ""turnkey"" recovery + Comprehensive online OS and software maintenance for 3 months, Comprehensive heat dissipation restoration (PCM Phase Transition + Liquid / Thermal Pads)"
IT-15112,Asus W15-065N1B,To tinker,,Cable finishing
IT-15111,HUAWEI MediaPad M5 lite,"Replacing the connector, and flipping the display to flip the data",,Courier delivery around the city
IT-15107,Apple A2485,"Cleaning, phase",,Hardware prevention of the cooling system (Lev VI: PCM Phase Transition)
IT-15106,ZTE ZTE 8030,"Dropped, display replacement",,"Courier delivery in the city, Modular replacement of the display unit of a smartphone/tablet with restoration of sealing"
IT-15105,Dell Latitude 5420,"Diagnose the cooler, it heats up to 90* when starting",,BIOS/UEFI firmware update or recovery (Flashback technology)
IT-15100,Lenovo Ideapad 510-15IKB,"HDD is making noise, problem with wifi",,"Hardware prevention of the cooling system (Lev III: Professional thermal paste), Engineering restoration of guides and fasteners of hinge mechanisms (hinges) of the display, Composite restoration of the geometry and integrity of the device case (restoration of plastic/metal elements), Turnkey Windows restoration + Comprehensive online maintenance of the OS and software for 3 months, HDD pocket 2.5"" SATA in the mSATA DVD-RW drive bay 9.5mm. (optibay), Second HDD, SSD caddy!"
IT-15097,Chuwi GemiBook XPro,Solder the wire in the charging connector,,
IT-15132,Apple iPhone XS Max,Battery replacement,,Replacement of the battery (battery) of a mobile device with restoration of the thermal interface
IT-15128,Lenovo Gray,"From time to time it turns off by itself, drive C is full, OS recovery, no price data, 10 watt prevention",,"Turnkey Windows recovery + Comprehensive online OS and software maintenance for 3 months, Hardware prevention of the cooling system (Lev III: Professional thermal paste)"
IT-15092,Asus G513IE,only metal,"Conclusion: When disassembling the laptop for work, it was discovered that the thermal pads of the cooling system had dried out significantly and lost their heat-conducting properties. Thermal pads are responsible for transferring heat from the video memory, processor power supplies, and video card to the radiator. When they dry out, they cease to effectively dissipate heat, which can lead to increased temperatures, reduced performance, and reduced component life. 🔧 We recommend that you additionally: • replace the thermal pad set; • clean the contact surfaces; • install new thermally conductive materials of the appropriate thickness.",Hardware prevention using liquid metal (Level 2: CPU + GPU)
